Myth Cloth Original Name,Base Name,Price (JPY),Price (JPY) Tax,Announcement (JPY),Preorder (JPY),Release (JPY),Distributor (MXN),Price (MXN),Preorder (MXN),Release (MXN),Link,Distribution,LineUp,Series,Group,Metal,OCE,Revival,Restock,PlainCloth,Broken,Golden,Gold,HK,Manga,Surplice,Set,Static,Anniversary,Remarks,Events,tags,Official Images,Other Images
Sagita Ptolemy,Sagita Ptolemy,"¥7,500","¥8,250",,7/24/2015,12/25/2015,DAM,,,,https://tamashiiweb.com/item/11088,Tamashii Web Shop,Myth Cloth,Saint Seiya,Silver Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/9704/1rFgqk.jpg,https://imagizer.imageshack.com/img924/6012/oBFEAD.jpg,https://imagizer.imageshack.com/img923/47/49a6wI.jpg,https://imagizer.imageshack.com/img922/451/SVb0VS.jpg,https://imagizer.imageshack.com/img924/2875/83lPx0.jpg,https://imagizer.imageshack.com/img922/2698/BiVSL1.jpg",
Leo Aiolia (God Cloth) EX (Restock),Leo Aiolia,"¥10,000","¥11,000",,,12/12/2015,,,,,https://tamashiiweb.com/item/10996,Stores,Myth Cloth EX,Soul of Gold,Gold Saint,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/4498/tWjUwk.jpg,https://imagizer.imageshack.com/img922/6963/tly2Lz.jpg,https://imagizer.imageshack.com/img924/1978/F852Qx.jpg,https://imagizer.imageshack.com/img922/5614/j11Vpe.jpg,https://imagizer.imageshack.com/img922/5948/VKtPsE.jpg,https://imagizer.imageshack.com/img924/3415/RZPDEy.jpg,https://imagizer.imageshack.com/img923/9349/qJdlE0.jpg,https://imagizer.imageshack.com/img924/9393/5c2cpK.jpg,https://imagizer.imageshack.com/img922/1444/mD9K3H.jpg,https://imagizer.imageshack.com/img924/1219/JBz004.jpg,https://imagizer.imageshack.com/img922/2535/N1znON.jpg,https://imagizer.imageshack.com/img924/3228/H4p6X3.jpg,https://imagizer.imageshack.com/img924/2420/KjvBUQ.jpg,https://imagizer.imageshack.com/img922/8308/HSedFO.jpg",
Siren Sorrento EX,Siren Sorrento,"¥9,500","¥10,450",,5/25/2015,11/24/2015,DAM,,,,https://tamashiiweb.com/item/11054,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Poseidon Scale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/2253/i84wCP.jpg,https://imagizer.imageshack.com/img923/1432/pyXwR0.jpg,https://imagizer.imageshack.com/img924/1950/6x0for.jpg,https://imagizer.imageshack.com/img923/5859/CJv8dc.jpg,https://imagizer.imageshack.com/img922/6869/EBuhB5.jpg,https://imagizer.imageshack.com/img924/6660/QX5lfu.jpg,https://imagizer.imageshack.com/img923/5079/61y0p5.jpg,https://imagizer.imageshack.com/img923/7176/55kc6L.jpg,https://imagizer.imageshack.com/img922/2372/hpJcBL.jpg",
Virgo Shaka (God Cloth) EX,Virgo Shaka,"¥12,000","¥13,200",,5/29/2015,10/24/2015,DAM,,,,https://tamashiiweb.com/item/11038,Stores,Myth Cloth EX,Soul of Gold,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/195/7gYsDu.jpg,https://imagizer.imageshack.com/img922/5404/N1lTOJ.jpg,https://imagizer.imageshack.com/img924/1024/GDWWx3.jpg,https://imagizer.imageshack.com/img922/2682/nsZeZO.jpg,https://imagizer.imageshack.com/img922/4708/iDdguK.jpg,https://imagizer.imageshack.com/img923/7633/Deo8C5.jpg,https://imagizer.imageshack.com/img922/9726/oiZY7t.jpg,https://imagizer.imageshack.com/img922/373/gJe70U.jpg,https://imagizer.imageshack.com/img922/5069/SzQG7j.jpg",
Scorpio Milo EX OCE,Scorpio Milo,"¥7,500","¥8,250",,4/23/2015,9/24/2015,DAM,,,,https://tamashiiweb.com/item/11009,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/3273/rhODNF.jpg,https://imagizer.imageshack.com/img922/2063/LrpMbv.jpg,https://imagizer.imageshack.com/img924/4451/xkP24y.jpg,https://imagizer.imageshack.com/img922/3817/MbRh8A.jpg,https://imagizer.imageshack.com/img924/2939/9mbDvt.jpg,https://imagizer.imageshack.com/img924/1641/0tmVqZ.jpg,https://imagizer.imageshack.com/img924/9552/sXRu3F.jpg,https://imagizer.imageshack.com/img924/8205/q753p6.jpg,https://imagizer.imageshack.com/img922/5559/qhoII2.jpg,https://imagizer.imageshack.com/img923/2237/fTTDnA.jpg",
Aries Mu (God Cloth) EX,Aries Mu,"¥10,000","¥11,000",,5/1/2015,8/29/2015,DAM,,,,https://tamashiiweb.com/item/11011,Stores,Myth Cloth EX,Soul of Gold,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/6602/Mo5clB.jpg,https://imagizer.imageshack.com/img922/9782/0k7Pkw.jpg,https://imagizer.imageshack.com/img923/3537/RA1NuA.jpg,https://imagizer.imageshack.com/img924/6283/5bX73x.jpg,https://imagizer.imageshack.com/img922/1757/YeDrfs.jpg,https://imagizer.imageshack.com/img922/8062/2jqC73.jpg,https://imagizer.imageshack.com/img924/5994/ncizvO.jpg,https://imagizer.imageshack.com/img923/8291/bSk2oC.jpg,https://imagizer.imageshack.com/img924/9861/2k3wGl.jpg,https://imagizer.imageshack.com/img924/7370/uTTwSL.jpg,https://imagizer.imageshack.com/img924/8223/VFQ4kk.jpg,https://imagizer.imageshack.com/img924/3900/lp6p3S.jpg,https://imagizer.imageshack.com/img922/5796/Qsr2Ed.jpg,https://imagizer.imageshack.com/img924/499/reBvA0.jpg",
Sea Dragon Kanon EX,Sea Dragon Kanon,"¥9,000","¥9,900",,3/2/2015,7/18/2015,DAM,,,,https://tamashiiweb.com/item/10967,Stores,Myth Cloth EX,Saint Seiya,Poseidon Scale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/1954/VcnD8N.jpg,https://imagizer.imageshack.com/img923/9853/xQioGF.jpg,https://imagizer.imageshack.com/img922/416/xQWpki.jpg,https://imagizer.imageshack.com/img923/6505/V4leMR.jpg,https://imagizer.imageshack.com/img922/6867/lx2A7M.jpg,https://imagizer.imageshack.com/img924/7636/Btx0o1.jpg,https://imagizer.imageshack.com/img923/1910/LxzEkU.jpg,https://imagizer.imageshack.com/img923/5713/bFUSh9.jpg,https://imagizer.imageshack.com/img923/2347/MqE3dB.jpg",
God Pedestal Set EX,God Pedestal,"¥2,500","¥2,750",,4/28/2015,6/27/2015,,,,,https://tamashiiweb.com/item/10997,Stores,Myth Cloth EX,Soul of Gold,Accessories,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,"https://imagizer.imageshack.com/img923/7858/zHmanA.jpg,https://imagizer.imageshack.com/img923/6482/1Fww3E.jpg,https://imagizer.imageshack.com/img922/1107/NKmWYs.jpg",
Leo Aiolia (God Cloth) EX,Leo Aiolia,"¥10,000","¥11,000",,4/28/2015,6/27/2015,DAM,,,,https://tamashiiweb.com/item/10996,Stores,Myth Cloth EX,Soul of Gold,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/4498/tWjUwk.jpg,https://imagizer.imageshack.com/img922/6963/tly2Lz.jpg,https://imagizer.imageshack.com/img924/1978/F852Qx.jpg,https://imagizer.imageshack.com/img922/5614/j11Vpe.jpg,https://imagizer.imageshack.com/img922/5948/VKtPsE.jpg,https://imagizer.imageshack.com/img924/3415/RZPDEy.jpg,https://imagizer.imageshack.com/img923/9349/qJdlE0.jpg,https://imagizer.imageshack.com/img924/9393/5c2cpK.jpg,https://imagizer.imageshack.com/img922/1444/mD9K3H.jpg,https://imagizer.imageshack.com/img924/1219/JBz004.jpg,https://imagizer.imageshack.com/img922/2535/N1znON.jpg,https://imagizer.imageshack.com/img924/3228/H4p6X3.jpg,https://imagizer.imageshack.com/img924/2420/KjvBUQ.jpg,https://imagizer.imageshack.com/img922/8308/HSedFO.jpg",
Gemini Saga ~ LEGEND of SANCTUARY EDITION ~ EX,Gemini Saga,"¥8,000","¥8,800",,10/25/2014,5/25/2015,,,,,https://tamashiiweb.com/item/10876,Tamashii Web Shop,Myth Cloth EX,Saint Seiya Legend Of Sanctuary,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/7649/uLIihM.jpg,https://imagizer.imageshack.com/img924/1087/wj1iWb.jpg,https://imagizer.imageshack.com/img922/1490/iE1Eto.jpg,https://imagizer.imageshack.com/img922/1329/G7OG1S.jpg,https://imagizer.imageshack.com/img922/2210/3BQ8IG.jpg,https://imagizer.imageshack.com/img924/2451/2ooX46.jpg,https://imagizer.imageshack.com/img923/5247/mdPENp.jpg",
Sagittarius Aiolos LOS,Sagittarius Aiolos,"¥9,500","¥10,450",,12/1/2014,4/18/2015,DAM,,,,https://tamashiiweb.com/item/10891,Stores,Saint Cloth Legend,Saint Seiya Legend Of Sanctuary,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/4136/cGoI9x.jpg,https://imagizer.imageshack.com/img923/8748/U7uFCG.jpg,https://imagizer.imageshack.com/img922/7146/EX4x1J.jpg,https://imagizer.imageshack.com/img922/110/BzHTJ9.jpg,https://imagizer.imageshack.com/img923/1655/pdA4mC.jpg,https://imagizer.imageshack.com/img923/5622/WdmeAq.jpg",
Virgo Shaka EX OCE,Virgo Shaka,"¥6,944","¥7,638",,11/5/2014,11/5/2014,,,,,https://tamashiiweb.com/item/10884,Tamashii Nations,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,This figure was sold exclusively as a commemorative item at TAMASHII NATION 2014,,,"https://imagizer.imageshack.com/img924/269/VYJsjm.jpg,https://imagizer.imageshack.com/img922/5460/HbwQGB.jpg,https://imagizer.imageshack.com/img923/2715/MA28O8.jpg,https://imagizer.imageshack.com/img922/7127/7EQQXm.jpg,https://imagizer.imageshack.com/img922/4335/HjjM7P.jpg,https://imagizer.imageshack.com/img922/6185/Q0Ba9F.jpg,https://imagizer.imageshack.com/img924/3803/UxEgGo.jpg",
Cancer DeathMask (Surplice) EX,Cancer DeathMask,"¥7,500","¥8,250",,10/30/2014,3/21/2015,DAM,,,,https://tamashiiweb.com/item/10872,Stores,Myth Cloth EX,Saint Seiya,Surplice Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/8774/CGhTsN.jpg,https://imagizer.imageshack.com/img924/5232/QGT8jU.jpg,https://imagizer.imageshack.com/img922/6541/ykFff2.jpg,https://imagizer.imageshack.com/img923/1907/ZUzfg8.jpg,https://imagizer.imageshack.com/img924/2047/Mx6ce0.jpg,https://imagizer.imageshack.com/img924/9492/ZdjC5e.jpg,https://imagizer.imageshack.com/img923/5622/TSqz7V.jpg,https://imagizer.imageshack.com/img922/3617/HWbyCW.jpg",
Acheron Charon,Acheron Charon,"¥8,800","¥9,680",,8/22/2014,2/25/2015,DAM,,,,https://tamashiiweb.com/item/10812,Tamashii Web Shop,Myth Cloth,Saint Seiya,Specter,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/6272/MnaV50.jpg,https://imagizer.imageshack.com/img923/9528/7Uw4vE.jpg,https://imagizer.imageshack.com/img924/9673/mJlUyz.jpg,https://imagizer.imageshack.com/img922/5541/12fYlL.jpg,https://imagizer.imageshack.com/img924/1369/UyrXLB.jpg,https://imagizer.imageshack.com/img922/2777/R5G84j.jpg",
Aquarius Camus EX,Aquarius Camus,"¥7,500","¥8,250",,9/1/2014,12/13/2014,DAM,,,,https://tamashiiweb.com/item/10818,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/7615/NuPRTJ.jpg,https://imagizer.imageshack.com/img922/5025/YEP1nC.jpg,https://imagizer.imageshack.com/img922/77/VE1jM8.jpg,https://imagizer.imageshack.com/img924/5923/gi32Dj.jpg,https://imagizer.imageshack.com/img924/2158/OIjQQt.jpg,https://imagizer.imageshack.com/img923/7369/dHt9A1.jpg,https://imagizer.imageshack.com/img922/6104/4zlkMh.jpg,https://imagizer.imageshack.com/img923/636/GzJfYv.jpg,https://imagizer.imageshack.com/img922/6527/KuohN5.jpg",
Sphinx Pharaoh,Sphinx Pharaoh,"¥8,500","¥9,350",,6/25/2014,11/26/2014,DAM,,,,https://tamashiiweb.com/item/10748,Tamashii Web Shop,Myth Cloth,Saint Seiya,Specter,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/9457/mjbW5R.jpg,https://imagizer.imageshack.com/img922/2859/eWbdoL.jpg,https://imagizer.imageshack.com/img924/8687/W7mVAt.jpg,https://imagizer.imageshack.com/img924/3851/wLrc0z.jpg,https://imagizer.imageshack.com/img922/9468/wc9f9n.jpg,https://imagizer.imageshack.com/img924/4248/sJBVBC.jpg,https://imagizer.imageshack.com/img923/4995/bfDjvz.jpg,https://imagizer.imageshack.com/img922/1860/Oq17sk.jpg",
Pegasus Seiya ~40th Anniversary Edition~ EX OCE,Pegasus Seiya,"¥6,000","¥6,600",,8/1/2014,11/22/2014,,,,,https://tamashiiweb.com/item/10789,Stores,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,"This is a memorial version of ""Saint Cloth Myth EX Pegasus Seiya"" commemorating the 40th anniversary of the manga artist career of Masami Kurumada, the creator of ""Saint Seiya."" 
The plating color of the Cloth has been changed to the gold that appeared in the ""Poseidon Arc,"" and the face and undersuit are based on the original manga version. In other words, it is an item that combines elements of ""POWER OF GOLD"" and ""ORIGINAL COLOR EDITION"" developed under the ""Saint Cloth Myth"" brand. 
This is a must-have item for ""Saint Seiya"" fans and anyone who grew up with Kurumada-sensei's manga.",,,"https://imagizer.imageshack.com/img923/2668/YP52rc.jpg,https://imagizer.imageshack.com/img924/6140/TrASsr.jpg,https://imagizer.imageshack.com/img922/1723/mXTniX.jpg,https://imagizer.imageshack.com/img924/9678/awDEoR.jpg,https://imagizer.imageshack.com/img923/2949/JiET3y.jpg,https://imagizer.imageshack.com/img922/6409/KNpD4A.jpg,https://imagizer.imageshack.com/img922/3244/yIN2wn.jpg",
Gemini Saga LOS,Gemini Saga,"¥8,800","¥9,680",,7/1/2014,10/25/2014,DAM,,,,https://tamashiiweb.com/item/10752,Stores,Saint Cloth Legend,Saint Seiya Legend Of Sanctuary,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/2013/uvNx9K.jpg,https://imagizer.imageshack.com/img924/2360/BC1aJE.jpg,https://imagizer.imageshack.com/img922/5453/9ryAY1.jpg,https://imagizer.imageshack.com/img924/9430/8zQ1Gt.jpg,https://imagizer.imageshack.com/img922/9104/ZpG6Ex.jpg,https://imagizer.imageshack.com/img923/2115/e5l7gl.jpg,https://imagizer.imageshack.com/img924/2208/8k8QTR.jpg,https://imagizer.imageshack.com/img924/2644/kWgsNa.jpg,https://imagizer.imageshack.com/img923/2414/j4JZcE.jpg",
Capricorn Shura (Surplice) EX,Capricorn Shura,"¥8,000","¥8,800",,6/2/2014,9/27/2014,DAM,,,,https://tamashiiweb.com/item/10726,Stores,Myth Cloth EX,Saint Seiya,Surplice Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/5780/LYdGre.jpg,https://imagizer.imageshack.com/img923/604/SXaTMI.jpg,https://imagizer.imageshack.com/img922/2786/X6ecgp.jpg,https://imagizer.imageshack.com/img922/9237/Xan6I0.jpg,https://imagizer.imageshack.com/img923/4083/KbQyFi.jpg,https://imagizer.imageshack.com/img924/2998/6P0uis.jpg,https://imagizer.imageshack.com/img924/4540/EpyiFv.jpg,https://imagizer.imageshack.com/img922/2743/qWsbph.jpg,https://imagizer.imageshack.com/img924/3956/ZOqYM3.jpg",
Hades OCE,Hades,"¥10,000","¥11,000",,05/09/2014,9/25/2014,,,,,https://tamashiiweb.com/item/10702,Tamashii Web Shop,Myth Cloth,Saint Seiya,God,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/3938/hkJor8.jpg,https://imagizer.imageshack.com/img923/9969/bkT3Rk.jpg,https://imagizer.imageshack.com/img924/7707/Ixkttt.jpg,https://imagizer.imageshack.com/img924/5912/4syaRy.jpg,https://imagizer.imageshack.com/img923/1454/7HtsMt.jpg,https://imagizer.imageshack.com/img922/3591/B2xe38.jpg,https://imagizer.imageshack.com/img923/2008/vTStry.jpg,https://imagizer.imageshack.com/img922/535/euIFFz.jpg",
Cygnus Hyoga ~New Bronze Cloth~ EX,Cygnus Hyoga,"¥7,500","¥8,250",,4/28/2014,8/30/2014,DAM,,,,https://tamashiiweb.com/item/10692,Stores,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/1675/o1wKxW.jpg,https://imagizer.imageshack.com/img923/9047/TAFTvO.jpg,https://imagizer.imageshack.com/img923/3347/9iqAoq.jpg,https://imagizer.imageshack.com/img923/6251/4d9JtT.jpg,https://imagizer.imageshack.com/img924/2003/ssPAm0.jpg,https://imagizer.imageshack.com/img922/3200/YrV8pa.jpg,https://imagizer.imageshack.com/img924/5788/hZ1DIE.jpg,https://imagizer.imageshack.com/img922/9546/nVjWxQ.jpg,https://imagizer.imageshack.com/img922/6631/LAhkKF.jpg,https://imagizer.imageshack.com/img924/9427/zZXE6c.jpg",
Lizard Misty (Surplice),Lizard Misty,"¥6,500","¥7,150",,3/26/2014,8/25/2014,,,,,https://tamashiiweb.com/item/10664,Tamashii Web Shop,Myth Cloth,Saint Seiya,Surplice Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/8691/XW3bSu.jpg,https://imagizer.imageshack.com/img924/3418/T6MLJm.jpg,https://imagizer.imageshack.com/img923/5929/F2QtHS.jpg,https://imagizer.imageshack.com/img924/4978/LIx0Ud.jpg,https://imagizer.imageshack.com/img922/2915/nPmWDT.jpg,https://imagizer.imageshack.com/img924/8743/1lJuja.jpg",
Taurus Aldebaran EX,Taurus Aldebaran,"¥10,000","¥11,000",,,7/26/2014,DAM,,,,https://tamashiiweb.com/item/10673,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/1710/B3cf1a.jpg,https://imagizer.imageshack.com/img924/5498/ehb44W.jpg,https://imagizer.imageshack.com/img922/1676/IysuY2.jpg,https://imagizer.imageshack.com/img924/7286/eLeReQ.jpg,https://imagizer.imageshack.com/img923/6744/lzEbnq.jpg,https://imagizer.imageshack.com/img924/622/Cy7p9t.jpg,https://imagizer.imageshack.com/img923/4152/sZ4mMe.jpg,https://imagizer.imageshack.com/img922/4875/l10fYu.jpg,https://imagizer.imageshack.com/img924/9241/5cWPRL.jpg,https://imagizer.imageshack.com/img922/391/t2kI81.jpg,https://imagizer.imageshack.com/img924/3242/XoMtWj.jpg",
Sagittarius Seiya Ω,Sagittarius Seiya,"¥8,000","¥8,800",,,6/28/2014,DAM,,,,https://tamashiiweb.com/item/10633,Stores,Myth Cloth,Saint Seiya Omega,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/934/IJLKSI.jpg,https://imagizer.imageshack.com/img924/3512/0yOFz8.jpg,https://imagizer.imageshack.com/img924/1708/6vMy5a.jpg,https://imagizer.imageshack.com/img923/9307/Zs6GLr.jpg,https://imagizer.imageshack.com/img924/5003/3Pr1OL.jpg,https://imagizer.imageshack.com/img922/7448/DNPlbk.jpg",
Aries Shion ~Holy War Version~ EX,Aries Shion ~Holy War Version~,"¥7,500","¥8,250",,,5/17/2014,,,,,https://tamashiiweb.com/item/10607,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/5294/Jlx26O.jpg,https://imagizer.imageshack.com/img922/4241/RhnY1v.jpg,https://imagizer.imageshack.com/img923/8983/z0rAgT.jpg,https://imagizer.imageshack.com/img924/7372/NT2u7C.jpg,https://imagizer.imageshack.com/img924/8868/jn1PSm.jpg,https://imagizer.imageshack.com/img924/7348/6hCqyN.jpg,https://imagizer.imageshack.com/img922/2721/rNcqHc.jpg",
Leo Aiolia EX OCE,Leo Aiolia,"¥6,191","¥6,810",,11/8/2013,11/8/2013,,,,,https://tamashiiweb.com/item/10544,Tamashii Nations,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Bandai Collectors Division's flagship event, TAMASHII NATION 2013, will take place at Akihabara UDX from November 1 (Fri) to November 3 (Sun). To commemorate the event, Saint Cloth Myth EX Leo Aiolia ~ORIGINAL COLOR EDITION~ has been officially announced as a commemorative release",,,"https://imagizer.imageshack.com/img922/5452/4ffq3L.jpg,https://imagizer.imageshack.com/img923/1186/pq0wes.jpg,https://imagizer.imageshack.com/img923/788/beyY9v.jpg,https://imagizer.imageshack.com/img923/5483/jqSby3.jpg,https://imagizer.imageshack.com/img922/7155/egF0IQ.jpg,https://imagizer.imageshack.com/img922/9186/ZJQM48.jpg,https://imagizer.imageshack.com/img923/7669/mtIOs7.jpg,https://imagizer.imageshack.com/img923/5680/Eqxh26.jpg,https://imagizer.imageshack.com/img922/6061/4WobgU.jpg",
Wyvern Rhadamanthys EX,Wyvern Rhadamanthys,"¥8,500","¥9,350",,,4/26/2014,DAM,,,,https://tamashiiweb.com/item/10582,Stores,Myth Cloth EX,Saint Seiya,Judge,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/9168/gUsnW6.jpg,https://imagizer.imageshack.com/img922/8031/wwJaLZ.jpg,https://imagizer.imageshack.com/img923/4480/019f9M.jpg,https://imagizer.imageshack.com/img922/9897/2CGehs.jpg,https://imagizer.imageshack.com/img922/4813/pS0sLg.jpg,https://imagizer.imageshack.com/img923/774/vl4NN0.jpg,https://imagizer.imageshack.com/img923/6338/o01fol.jpg",
Gemini Saga (Surplice) EX,Gemini Saga,"¥8,000","¥8,800",,,2/22/2014,DAM,,,,https://tamashiiweb.com/item/10537,Stores,Myth Cloth EX,Saint Seiya,Surplice Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/748/rnSyLv.jpg,https://imagizer.imageshack.com/img922/8981/ORr9VP.jpg,https://imagizer.imageshack.com/img922/9066/OgUr2y.jpg,https://imagizer.imageshack.com/img922/2712/mPJK7y.jpg,https://imagizer.imageshack.com/img922/5654/Ux43Fa.jpg,https://imagizer.imageshack.com/img923/20/3UTStF.jpg,https://imagizer.imageshack.com/img923/7683/KyuNOi.jpg",
Phoenix Ikki (God Cloth) ~10th Anniversary Ver.~,Phoenix Ikki,"¥7,500","¥8,250",,,2/15/2014,DAM,,,,https://tamashiiweb.com/item/10536,Stores,Myth Cloth,Saint Seiya,Bronze Saint V4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10|SAINT_CLOTH_MYTH,10th anniversary,,,"https://imagizer.imageshack.com/img923/358/hAl2dj.jpg,https://imagizer.imageshack.com/img924/7830/OuAXYy.jpg,https://imagizer.imageshack.com/img922/218/2Gjm9m.jpg,https://imagizer.imageshack.com/img923/2686/blIKaT.jpg,https://imagizer.imageshack.com/img922/3944/3ivQSG.jpg",
Orion Eden V2 Ω,Orion Eden,"¥7,000","¥7,700",,,1/31/2014,DAM,,,,https://tamashiiweb.com/item/10518,Stores,Myth Cloth,Saint Seiya Omega,Bronze Saint V2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/7704/6fo4rj.jpg,https://imagizer.imageshack.com/img922/6762/J0AvUR.jpg,https://imagizer.imageshack.com/img922/1766/qiFLxV.jpg,https://imagizer.imageshack.com/img924/1828/HAaail.jpg,https://imagizer.imageshack.com/img924/2415/QZ8sev.jpg",
Andromeda Shun (God Cloth) ~10th Anniversary Ver.~,Andromeda Shun,"¥7,500","¥8,250",,,1/25/2014,DAM,,,,https://tamashiiweb.com/item/10519,Stores,Myth Cloth,Saint Seiya,Bronze Saint V4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10|SAINT_CLOTH_MYTH,10th anniversary,,,"https://imagizer.imageshack.com/img922/7724/tMtD3K.jpg,https://imagizer.imageshack.com/img923/8075/mR7XBr.jpg,https://imagizer.imageshack.com/img923/2189/eZKlRb.jpg,https://imagizer.imageshack.com/img924/6227/eekkaW.jpg",
